pmid,decision,layer,reason,citation_chase,language_exclude
39280548,exclude,none,treatment trial; no suspected vs confirmed counts,no,no
31997603,exclude,none,phylogenetic/molecular case series; no case definition data,no,no
13561112,include,L1,blood culture yield/volume discussed; 41 cases,no,no
2430509,maybe,none,ELISA vs Widal accuracy; not culture/case-definition,no,no
2294605,include,L1,reports 41% culture-negative yield from prior antibiotics,no,no
4625191,exclude,none,environmental source tracing; no case counts,no,no
40673322,exclude,none,narrative review of hematologic complications only,no,no
30845323,include,L1,blood culture yield 9.2%; Typhi proportion reported,no,no
31662103,exclude,none,German language not eligible for inclusion,no,yes
42136777,exclude,none,case report; no denominator,no,no
41357027,exclude,none,AMR susceptibility method study; not typhoid-specific diagnosis,no,no
30047364,exclude,L3,systematic review of incidence trends,yes,no
37809597,include,L1,blood-culture confirmed typhoid 3.7% of 108,no,no
24518024,exclude,none,molecular vaccine-candidate study in mice,no,no
23940495,exclude,none,special population HIV; titre baseline only,no,no
25178594,exclude,none,treatment trial; no suspected vs confirmed counts,no,no
8486960,include,L3,outbreak; 43 culture-confirmed plus 24 probable cases,no,no
10659367,exclude,none,animal virulence-mechanism review; not human diagnosis,no,no
21658878,maybe,none,serology assay accuracy vs culture; not case-definition,no,no
36553297,exclude,none,non-typhoidal Salmonella disease; wrong condition,no,no
34682996,exclude,none,incidence/risk-factor trends; no positivity data,no,no
39221369,exclude,none,case report; no denominator,no,no
10776507,exclude,none,AMR/serotype study; no suspected denominator given,no,no
11864127,exclude,none,molecular AMR-mechanism plasmid study,no,no
16398751,exclude,none,surveillance system description; no positivity data,no,no
35799715,exclude,none,general blood-culture bacteriology; not suspected-typhoid cohort,no,no
24575241,exclude,none,antibiogram of confirmed isolates only,no,no
39160630,exclude,none,molecular serotyping of cultured isolates,no,no
33965602,maybe,none,novel spectroscopy assay; not culture/case-definition,no,no
25275329,exclude,none,surveillance capacity/vaccine policy status only,no,no
19819256,exclude,none,general Salmonella surveillance; typhoid incidental only,no,no
39055401,exclude,none,narrative review of epidemiology and resistance,no,no
2694339,maybe,L3,RCT; 7 of 71 culture-negative reported,no,no
7811098,exclude,none,food-safety assay; not human diagnosis,no,no
16741336,exclude,none,final diagnosis leishmaniasis; not typhoid case,no,no
26122725,exclude,none,contact-tracing management; not diagnostic accuracy,no,no
28948961,exclude,none,susceptibility-testing methodology; not diagnosis,no,no
20696646,include,L3,surveillance; case definition fever plus culture confirmation,no,no
37840726,include,L1,91 of 39771 blood cultures Salmonella-positive,no,no
34217869,maybe,none,novel spectroscopy assay; not culture/case-definition,no,no
4948415,maybe,L3,field trial; attack rate via bacteriological case definition,no,no
1545485,exclude,none,treatment trial; enrolled only if culture-positive,no,no
990748,exclude,none,treatment trial; no suspected denominator given,no,no
12440196,include,L1,54 of 1468 suspected samples culture-positive,no,no
1937644,include,L1,blood culture positive 30 of 49 tested,no,no
42338880,exclude,none,molecular virulence-mechanism secretion-system study,no,no
27408286,exclude,none,culture-positive-only case series; no denominator,no,no
18012034,maybe,L1,title suggests culture method; abstract unavailable,no,no
28769256,include,L1,91 of 100 clinically diagnosed cases culture-positive,no,no
18009489,exclude,none,editorial commentary on inoculation attack-rate,no,no
15491283,exclude,none,Case report; no abstract; no denominator,no,no
22217240,exclude,none,Endemic typhus Rickettsia; not typhoid fever,no,yes
1781005,exclude,none,Treatment RCT; no diagnostic positivity counts,no,no
23817934,maybe,L1,BSI survey; enteric fever subset positivity noted,no,no
41765662,include,L3,Outbreak surveillance; attack rate reported,no,no
8924489,exclude,none,General hepatitis review; incidental typhoid mention,no,yes
23703658,maybe,L1,Outbreak case series; 50% blood culture positive,no,no
40959126,exclude,none,Single case report; no denominator,no,no
34921325,exclude,none,PCR gene target evaluation; not clinical accuracy,no,no
37246665,maybe,L1,Blood culture isolates survey; Styphi subset,no,no
16936362,maybe,L3,Suspected 80; culture-confirmed 32; ultrasound focus,no,no
21595963,include,L3,Suspected bacteremia cohort; Styphi confirmed subset,no,no
10364624,exclude,none,Single case report; no denominator,no,no
29016327,exclude,none,Molecular epidemiology confirmed cases; no positivity data,no,no
20099755,exclude,none,Cost-of-illness analysis; economic only,no,no
