pmid,decision,layer,reason,citation_chase,language_exclude
28922626,exclude,none,molecular colonization factor no diagnostic content,no,no
26056383,exclude,none,flagellin pathogenesis not diagnostic,no,no
16908798,exclude,none,travellers imported fever special population,no,no
40506473,exclude,none,non-typhoidal Salmonella genomics AMR,no,no
36176509,exclude,none,non-typhoidal Salmonella AMR genomics,no,no
34423077,exclude,none,pediatric traveller review not diagnostic,no,no
21134485,exclude,none,mouse immunology recurrent infection,no,no
15381820,exclude,none,rickettsia study not typhoid,no,no
11162188,exclude,none,flagellar gene virulence molecular,no,no
138923,exclude,none,non-allowed language romanian,no,yes
35625181,exclude,none,non-typhoidal Salmonella Campylobacter prevalence review,no,no
30648083,exclude,none,hospital burden audit no positivity,no,no
30464540,exclude,none,antimicrobial susceptibility surveillance gram-negatives,no,no
37289732,exclude,none,historical outbreak speculation no culture,no,no
26584170,exclude,none,bottled water microbiology not human,no,no
25388662,exclude,none,climate water disease review,no,no
23078995,exclude,none,travel vaccination schedules not diagnostic,no,no
15604085,maybe,L3,military intestinal surveillance includes typhoid outbreaks,no,no
41068693,exclude,none,cancer patients Salmonella isolates special population,no,no
23163048,exclude,none,non-allowed language russian,no,yes
20885961,exclude,none,B cell immunology not diagnostic,no,no
11909838,exclude,none,in vitro antimicrobial test organism,no,no
8225611,exclude,none,vaccine vector immunology mice,no,no
3781619,exclude,none,galE mutant virulence molecular,no,no
24318418,exclude,none,vaccine adverse event case report,no,no
29693356,exclude,none,gallbladder microbiome not diagnostic,no,no
20448855,exclude,none,plant extract antimicrobial test organism,no,no
18025549,exclude,none,gene cloning molecular,no,no
17883891,exclude,none,polymer antimicrobial test organism,no,no
16380347,exclude,none,drug availability antimicrobial test organism,no,no
11115104,exclude,none,transcription regulation genomics,no,no
42395239,exclude,none,tuberculosis case report not typhoid,no,no
41688594,exclude,none,endophytic fungi antimicrobial test organism,no,no
41217718,exclude,none,probiotic antimicrobial test organism,no,no
36292112,exclude,none,vaccine response immunodeficiency special population,no,no
35478546,exclude,none,nanomaterial antibacterial test organism,no,no
34423250,exclude,none,bacteriocin antimicrobial test organism,no,no
32599956,exclude,none,silver nanoparticles antimicrobial test organism,no,no
30548806,exclude,none,wildlife vultures Salmonella not human,no,no
30165114,exclude,none,zirconia nanoparticles antibacterial test organism,no,no
30143701,exclude,none,cadmium antibiotic resistance mechanism,no,no
29158775,exclude,none,globin promoters synthetic biology,no,no
27765980,exclude,none,antioxidant antimicrobial test organism,no,no
27506558,exclude,none,chitosan antimicrobial test organism,no,no
23821828,exclude,none,silver nanoparticles antibacterial test organism,no,no
21771476,exclude,none,mollusk extract antibacterial test organism,no,no
10681568,exclude,none,enzyme superfamily molecular,no,no
8021209,exclude,none,siderophore biosynthesis molecular,no,no
7965479,exclude,none,gut lavage immunity not diagnostic,no,no
36558923,exclude,none,plant metabolites antibacterial test organism,no,no
30101384,exclude,none,benzoxazole antimicrobial test organism,no,no
23805675,exclude,none,non-allowed language russian,no,yes
22105795,exclude,none,synthesized compounds antimicrobial test organism,no,no
21264161,exclude,none,amblyone antibacterial test organism,no,no
1960392,exclude,none,antibiotic sensitivity pattern not diagnostic,no,no
2148211,exclude,none,antigen screening immunology molecular,no,no
3154301,exclude,none,goat cheese food microbiology not human,no,no
29896651,exclude,none,antimicrobial docking test organism,no,no
39361926,exclude,none,west nile serology not typhoid,no,no
9720873,exclude,none,lipid A pathogenesis mouse,no,no
19869298,exclude,none,animal respiratory infection experimental,no,no
19868540,exclude,none,bacteriophage historical molecular,no,no
15667272,exclude,none,hydrogen metabolism virulence molecular,no,no
31241247,exclude,none,ebola screening pregnancy not typhoid,no,no
23047320,exclude,none,pesticide exposure not typhoid diagnostic,no,no
41304940,exclude,none,green tea extract antimicrobial test organism,no,no
34738450,exclude,none,non-allowed language russian,no,yes
31865672,exclude,none,fowl typhoid poultry not human,no,no
