pmid,decision,layer,reason,citation_chase,language_exclude
12228290,exclude,none,Ty21a vaccine T-cell immunogenicity; no culture-confirmed case counts,no,no
11249655,exclude,none,Review of oral vaccine development; not diagnostic,no,no
10931184,exclude,none,Scorpion venom antimicrobial peptide; in-vitro only,no,no
10869765,exclude,none,Live vector vaccine immunology in mice; not human,no,no
9758814,exclude,none,Enteric pathogen acid survival on food; not diagnostic,no,no
8033802,exclude,none,LPS-stimulated IL-6 pituitary cells; basic science,no,no
8046632,exclude,none,Endotoxin-induced fever IL-1 rabbit brain; basic science,no,no
8082140,exclude,none,S. typhi enzyme electrophoresis population genetics; molecular taxonomy,no,no
8039863,exclude,none,Widal serology false positives; no culture comparison,no,no
1417336,exclude,none,non-English/French/Spanish/Chinese language,no,yes
2053596,exclude,none,Intratracheal endotoxin cytokine mRNA; basic science,no,no
2307579,exclude,none,LPS rheumatoid factor in mice; animal immunology,no,no
2793833,exclude,none,rfb gene sequencing O-antigen; molecular,no,no
3144641,exclude,none,Yogurt bacteria lymphocyte adherence; immunology,no,no
2887389,exclude,none,Pyrogen fever study in snakes; basic science,no,no
6797682,exclude,none,Arachidonate pyrogen hyperthermia in cats; basic science,no,no
400256,exclude,none,non-English/French/Spanish/Chinese language,no,yes
566136,exclude,none,non-English/French/Spanish/Chinese language,no,yes
692464,exclude,none,Endotoxin lipid component chemistry; basic science,no,no
319963,exclude,none,Chronic carrier treatment; special population; no diagnostic accuracy,no,no
55020,exclude,none,non-English/French/Spanish/Chinese language,no,yes
1092106,exclude,none,non-English/French/Spanish/Chinese language,no,yes
237378,exclude,none,non-English/French/Spanish/Chinese language,no,yes
234909,exclude,none,Rabbit lymphoid cell subpopulations; animal immunology,no,no
4447924,exclude,none,Endotoxin effect on stem cells; basic science,no,no
4613088,exclude,none,non-English/French/Spanish/Chinese language,no,yes
4780917,exclude,none,non-English/French/Spanish/Chinese language,no,yes
4576055,exclude,none,non-English/French/Spanish/Chinese language,no,yes
